Date,META_Close,TESLA_Close,META_YTD_Change,TESLA_YTD_Change
2024-01-02,346.2900085449219,248.4199981689453,0.0,0.0
2024-01-03,344.4700012207031,238.4499969482422,-0.005255731552481834,-0.040133649843772774
2024-01-04,347.1199951171875,237.92999267578125,0.0023967961875456666,-0.042226896266338534
2024-01-05,351.95001220703125,237.49000549316406,0.016344692374730012,-0.04399803862951479
2024-01-08,358.6600036621094,240.4499969482422,0.035721490115077414,-0.03208276821289924
2024-01-09,357.42999267578125,234.9600067138672,0.032169522238509114,-0.05418239897870164
2024-01-10,370.4700012207031,233.94000244140625,0.06982584561819531,-0.05828836580898578
2024-01-11,369.6700134277344,227.22000122070312,0.06751567849460366,-0.08533933300258906
2024-01-12,374.489990234375,218.88999938964844,0.08143458082416759,-0.11887126236597961
2024-01-16,367.4599914550781,219.91000366210938,0.061133680983492804,-0.11476529553569548
2024-01-17,368.3699951171875,215.5500030517578,0.06376154675973372,-0.13231621994793388
2024-01-18,376.1300048828125,211.8800048828125,0.08617053799292532,-0.14708958036978456
2024-01-19,383.45001220703125,212.19000244140625,0.10730891086997348,-0.14584170354473552
2024-01-22,381.7799987792969,208.8000030517578,0.10248632463726172,-0.15948794545213207
2024-01-23,385.20001220703125,209.13999938964844,0.11236247856415367,-0.15811931031648813
2024-01-24,390.70001220703125,207.8300018310547,0.12824511988871998,-0.16339262795697393
2024-01-25,393.17999267578125,182.6300048828125,0.13540669084819018,-0.2648337242213101
2024-01-26,394.1400146484375,183.25,0.13817899714917234,-0.262337970571212
2024-01-29,401.0199890136719,190.92999267578125,0.15804666354285024,-0.2314226145918667
2024-01-30,400.05999755859375,191.58999633789062,0.1552744453690949,-0.22876580891207388
2024-01-31,390.1400146484375,187.2899932861328,0.12662798527676047,-0.24607521670312246
2024-02-01,394.7799987792969,188.86000061035156,0.1400271132226003,-0.23975524513967764
2024-02-02,474.989990234375,187.91000366210938,0.3716537541185158,-0.2435794016296721
2024-02-05,459.4100036621094,181.05999755859375,0.32666260165145133,-0.2711536957847549
2024-02-06,454.7200012207031,185.10000610351562,0.3131190331808703,-0.25489088049331304
2024-02-07,469.5899963378906,187.5800018310547,0.3560599057162051,-0.2449078044695685
2024-02-08,470.0,189.55999755859375,0.35724389500839454,-0.23693744885354234
2024-02-09,468.1099853515625,193.57000732421875,0.3517859995976111,-0.22079539187269542
2024-02-12,468.8999938964844,188.1300048828125,0.35406734911803595,-0.24269379973640784
2024-02-13,460.1199951171875,184.02000427246094,0.32871288158318096,-0.25923836394478705
2024-02-14,473.2799987792969,188.7100067138672,0.36671572121868323,-0.2403590366926522
2024-02-15,484.0299987792969,200.4499969482422,0.3977590656257901,-0.19310040083037003
2024-02-16,473.32000732421875,199.9499969482422,0.36683125601303085,-0.1951131212380884
2024-02-20,471.75,193.75999450683594,0.36229746270257474,-0.22003060971337837
2024-02-21,468.0299987792969,194.77000427246094,0.35155501813614265,-0.21596487517884178
2024-02-22,486.1300048828125,197.41000366210938,0.4038233644842517,-0.2053377138830228
2024-02-23,484.0299987792969,191.97000122070312,0.3977590656257901,-0.2272361217467352
2024-02-26,481.739990234375,199.39999389648438,0.3911460866532108,-0.19732712597124907
2024-02-27,487.04998779296875,199.72999572753906,0.40648004786365943,-0.19599872313135266
2024-02-28,484.0199890136719,202.0399932861328,0.3977301598953965,-0.1866999646754301
2024-02-29,490.1300048828125,201.8800048828125,0.4153743763566636,-0.18734398852415224
2024-03-01,502.29998779296875,202.63999938964844,0.45051828062722965,-0.18428467561682713
2024-03-04,498.19000244140625,188.13999938964844,0.43864965822939533,-0.24265356744066027
2024-03-05,490.2200012207031,180.74000549316406,0.4156342635485256,-0.2724418049055515
2024-03-06,496.0899963378906,176.5399932861328,0.43258535937093373,-0.2893487054690677
2024-03-07,512.1900024414062,178.64999389648438,0.4790781997828369,-0.28085502289156206
2024-03-08,505.95001220703125,175.33999633789062,0.46105864946258696,-0.29417922216292136
2024-03-11,483.5899963378906,177.77000427246094,0.39648844726964666,-0.28439736904126683
2024-03-12,499.75,177.5399932861328,0.44315454580945784,-0.28532326465363095
2024-03-13,495.57000732421875,169.47999572753906,0.43108375955332184,-0.31776830779831494
2024-03-14,491.8299865722656,162.5,0.42028350352610255,-0.345865867491525
2024-03-15,484.1000061035156,163.57000732421875,0.39796122948409174,-0.34155861633579854
2024-03-18,496.9800109863281,173.8000030517578,0.4351555018136143,-0.300378373992419
2024-03-19,496.239990234375,171.32000732421875,0.43301850469070385,-0.31036145001616355
2024-03-20,505.5199890136719,175.66000366210938,0.4598168487096103,-0.29289105161877255
2024-03-21,507.760009765625,172.82000732421875,0.4662854752846752,-0.3043232887930084
2024-03-22,509.5799865722656,170.8300018310547,0.4715411187099302,-0.31233393812813437
2024-03-25,503.0199890136719,172.6300048828125,0.4525974662893529,-0.3050881323756778
2024-03-26,495.8900146484375,177.6699981689453,0.43200786165364924,-0.28479993769215145
2024-03-27,493.8599853515625,179.8300018310547,0.42614563852626247,-0.2761049707892035
2024-03-28,485.5799865722656,175.7899932861328,0.402235047475459,-0.2923677860806453
2024-04-01,491.3500061035156,175.22000122070312,0.4188974385028383,-0.29466225540530105
2024-04-02,497.3699951171875,166.6300048828125,0.43628167964501646,-0.32924077726829837
2024-04-03,506.739990234375,168.3800048828125,0.463339910855785,-0.32219625584128403
2024-04-04,510.9200134277344,171.11000061035156,0.47541078523914776,-0.3112068196136803
2024-04-05,527.3400268554688,164.89999389648438,0.5228277277513783,-0.33620483410381763
2024-04-08,519.25,172.97999572753906,0.4994657286874657,-0.30367926494428626
2024-04-09,516.9000244140625,176.8800048828125,0.4926795797142052,-0.28798000891007147
2024-04-10,519.8300170898438,171.75999450683594,0.5011406747602124,-0.3085903076529873
2024-04-11,523.1599731445312,174.60000610351562,0.5107567652407887,-0.29715800905539913
2024-04-12,511.8999938964844,171.0500030517578,0.4782407267464635,-0.3114483362348701
2024-04-15,500.2300109863281,161.47999572753906,0.4445406989599489,-0.3499718343218091
2024-04-16,499.760009765625,157.11000061035156,0.44318345153985145,-0.36756299102979506
2024-04-17,494.1700134277344,155.4499969482422,0.42704092302342306,-0.37424523752502464
2024-04-18,501.79998779296875,149.92999267578125,0.4490744041431782,-0.3964656880247743
2024-04-19,481.07000732421875,147.0500030517578,0.3892113415158288,-0.4080589158053526
2024-04-22,481.7300109863281,142.0500030517578,0.391117269050044,-0.42818611988253646
2024-04-23,496.1000061035156,144.67999267578125,0.4326142651013274,-0.4175992523058173
2024-04-24,493.5,162.1300048828125,0.4251060897588143,-0.3473552609377638
2024-04-25,441.3800048828125,170.17999267578125,0.27459641916164396,-0.3149505115121797
2024-04-26,443.2900085449219,168.2899932861328,0.2801120379059878,-0.3225585921964211
2024-04-29,432.6199951171875,194.0500030517578,0.24929967496034935,-0.2188631974798244
2024-04-30,430.1700134277344,183.27999877929688,0.24222473306483316,-0.26221721226061706
2024-05-01,439.19000244140625,179.99000549316406,0.2682722331113203,-0.27546088551712905
2024-05-02,441.67999267578125,180.00999450683594,0.2754627098011841,-0.275380420925634
2024-05-03,451.9599914550781,181.19000244140625,0.3051488067881935,-0.27063036882327535
2024-05-06,465.67999267578125,184.75999450683594,0.3447687810356553,-0.2562595770523093
2024-05-07,468.239990234375,177.80999755859375,0.35216142158382074,-0.2842363784349244
2024-05-08,472.6000061035156,174.72000122070312,0.3647520703509076,-0.29667497581301944
2024-05-09,475.4200134277344,171.97000122070312,0.37289555487149245,-0.3077449380554706
2024-05-10,476.20001220703125,168.47000122070312,0.37514799866152365,-0.3218339809094993
2024-05-13,468.010009765625,171.88999938964844,0.35149729480258224,-0.3080669806915078
2024-05-14,471.8500061035156,177.5500030517578,0.36258625562483043,-0.28528297093453114
2024-05-15,481.5400085449219,173.99000549316406,0.39056858893592633,-0.29961353040974964
2024-05-16,473.2300109863281,174.83999633789062,0.3665713688211688,-0.2961919425706398
2024-05-17,471.9100036621094,177.4600067138672,0.36275951375273846,-0.2856452458663159
2024-05-20,468.8399963378906,174.9499969482422,0.3538940909901279,-0.2957491416240076
2024-05-21,464.6300048828125,186.60000610351562,0.3417366756700379,-0.2488527192701579
2024-05-22,467.7799987792969,180.11000061035156,0.3508330798941169,-0.27497785227474936
2024-05-23,465.7799987792969,173.74000549316406,0.345057573957911,-0.30061989061360883
2024-05-24,478.2200012207031,179.24000549316406,0.38098122793129,-0.2784799661287066
2024-05-28,479.9200134277344,176.75,0.3858904432279558,-0.28850333587155097
2024-05-29,474.3599853515625,176.19000244140625,0.3698344556482546,-0.2907575729004592
2024-05-30,467.04998779296875,178.7899932861328,0.3487249885016001,-0.280291463634335
2024-05-31,466.8299865722656,178.0800018310547,0.34808967932352836,-0.2831494922162178
2024-06-03,477.489990234375,176.2899932861328,0.3788731365387732,-0.2903550656729269
2024-06-04,476.989990234375,174.77000427246094,0.3774292600547217,-0.2964736914875772
2024-06-05,495.05999755859375,175.0,0.42961097733887676,-0.29554785729856536
2024-06-06,493.760009765625,177.94000244140625,0.4258569337312336,-0.2837130514734449
2024-06-07,492.9599914550781,177.47999572753906,0.42354667848041516,-0.28556478127482077
2024-06-10,502.6000061035156,173.7899932861328,0.45138465939399663,-0.3004186677115188
2024-06-11,507.4700012207031,170.66000366210938,0.4654480022483018,-0.31301825569595637
2024-06-12,508.8399963378906,177.2899932861328,0.46940420971424657,-0.28632962485749014
2024-06-13,504.1000061035156,182.47000122070312,0.4557162888461511,-0.2654778094933845
2024-06-14,504.1600036621094,178.00999450683594,0.45588954697405915,-0.2834313025565075
2024-06-17,506.6300048828125,187.44000244140625,0.4630223003303625,-0.24547136372679557
2024-06-18,499.489990234375,184.86000061035156,0.4424037018370385,-0.2558570084014247
2024-06-20,501.70001220703125,181.57000732421875,0.4487856993481493,-0.26910068165793666
2024-06-21,494.7799987792969,183.00999450683594,0.428802410032897,-0.2633040984793236
2024-06-24,498.9100036621094,182.5800018310547,0.44072884389151856,-0.2650350085467523
2024-06-25,510.6000061035156,187.35000610351562,0.47448668313882036,-0.24583363865858032
2024-06-26,513.1199951171875,196.3699951171875,0.4817637888926382,-0.2095242067281543
2024-06-27,519.5599975585938,197.4199981689453,0.5003609250573995,-0.20529748158727523
2024-06-28,504.2200012207031,197.8800048828125,0.4560628051019672,-0.20344575178589933
2024-07-01,504.67999267578125,209.86000061035156,0.45739114679167103,-0.15522098801550546
2024-07-02,509.5,231.25999450683594,0.47131013724846177,-0.06907657913449951
2024-07-03,509.9599914550781,246.38999938964844,0.47263847893816563,-0.008171639941468458
2024-07-05,539.9099731445312,251.52000427246094,0.5591266274565134,0.0124788910971949
2024-07-08,529.3200073242188,252.94000244140625,0.528545422226797,0.018195009684312837
2024-07-09,530.0,262.3299865722656,0.5305090730945726,0.05599383506097773
2024-07-10,534.6900024414062,263.260009765625,0.5440526415651536,0.059737588382829394
2024-07-11,512.7000122070312,241.02999877929688,0.48055098199728197,-0.029748005169143634
2024-07-12,498.8699951171875,248.22999572753906,0.44061330909717095,-0.000764843582669352
2024-07-15,496.1600036621094,252.63999938964844,0.4327875232292354,0.016987365155011352
2024-07-16,489.7900085449219,256.55999755859375,0.41439255092277577,0.03276708578072121
2024-07-17,461.989990234375,248.5,0.3341129655331772,0.00032204263603721593
2024-07-18,475.8500061035156,249.22999572753906,0.3741372674972423,0.0032605972327674174
2024-07-19,476.7900085449219,239.1999969482422,0.3768517623374372,-0.0371145692321952
2024-07-22,487.3999938964844,251.50999450683594,0.40749077902794084,0.012438597378095068
2024-07-23,488.69000244140625,246.3800048828125,0.4112160050324172,-0.008211872237216004
2024-07-24,461.2699890136719,215.99000549316406,0.332033779871054,-0.13054501616140535
2024-07-25,453.4100036621094,220.25,0.30933608384283356,-0.11339666040005152
2024-07-26,465.70001220703125,219.8000030517578,0.34482659249644254,-0.1152080964823276
2024-07-29,465.7099914550781,232.10000610351562,0.34485541009960935,-0.06569516216778488
2024-07-30,463.19000244140625,222.6199951171875,0.3375783043457915,-0.10385638532293912
2024-07-31,474.8299865722656,232.07000732421875,0.3711917030683521,-0.06581592047837981
2024-08-01,497.739990234375,216.86000061035156,0.4373501341428583,-0.12704290230744808
2024-08-02,488.1400146484375,207.6699981689453,0.4096277761508513,-0.16403671322904836
2024-08-05,475.7300109863281,198.8800048828125,0.3737907512414262,-0.19942031097046256
2024-08-06,494.0899963378906,200.63999938964844,0.4268098534347278,-0.19233555724770066
2024-08-07,488.9200134277344,191.75999450683594,0.4118802199408825,-0.2280814913442519
2024-08-08,509.6300048828125,198.83999633789062,0.4716855592346714,-0.1995813630001573
2024-08-09,517.77001953125,200.0,0.49519191069609847,-0.1949118369126461
2024-08-12,515.9500122070312,197.49000549316406,0.48993617914361665,-0.20501567124698558
2024-08-13,528.5399780273438,207.8300018310547,0.526292890309539,-0.16339262795697393
2024-08-14,526.760009765625,201.3800048828125,0.5211527816786315,-0.18935670893187062
2024-08-15,537.3300170898438,214.13999938964844,0.5516763517020143,-0.13799210623930427
2024-08-16,527.4199829101562,216.1199951171875,0.52305862108562,-0.13002175062327812
2024-08-19,529.280029296875,222.72000122070312,0.5284299755596762,-0.10345381667205451
2024-08-20,526.72998046875,221.10000610351562,0.5210660644874507,-0.10997501113758935
2024-08-21,535.1599731445312,223.27000427246094,0.5454098008580243,-0.10123981193889384
